targettype,targetsize,targetimage,temperature,sizereport,imagereport,temperaturereport
WildAnimal,0.502281071,Others,96.65036116,0.506276433,Others,96.22061437
UAV,1.799260279,MilitaryFWA,71.9,1.793433452,MilitaryFWA,72.04345074
WildAnimal,0.51050071,Others,96.98477283,0.511121291,Others,97.33988826
WildAnimal,0.501947538,Others,96.77452206,0.49903512,Others,97.49375171
WildAnimal,1.571614956,Others,96.80252007,1.57829695,Others,96.93503283
FeatheredAnimal,0.396397954,Others,96.8600437,0.403798346,Others,98.07600178
FeatheredAnimal,0.516930243,Others,96.71693053,0.501622851,Others,95.28589134
WildAnimal,0.51050071,Others,96.98477283,0.519999593,Others,96.46853961
FeatheredAnimal,0.319734892,Others,96.83506959,0.320698009,Others,97.60833453
Ship,6.435246857,Others,71.8,6.467277029,Others,71.43881633
WildAnimal,0.512472092,Others,96.70561736,0.511079806,Others,96.38804149
WildAnimal,0.502281071,Others,96.65036116,0.509838221,Others,94.99818031
WildAnimal,0.495742789,Others,96.60544782,0.496928678,Others,93.39026344
FeatheredAnimal,0.613826384,Others,96.73980944,0.614427574,Others,96.85275411
UAV,1.799260279,MilitaryFWA,71.9,1.821251602,MilitaryFWA,73.96487771
WildAnimal,0.539146422,Others,96.90037445,0.540237695,Others,96.97803068
WildAnimal,0.495742789,Others,96.60544782,0.498477546,CommercialTracked,95.08110762
FeatheredAnimal,0.516930243,Others,96.71693053,0.521130983,Others,96.76111827
WildAnimal,0.516317545,Others,96.90316813,0.503619623,Others,97.64410701
WildAnimal,0.516317545,Others,96.90316813,0.511741142,Others,96.25559886
FeatheredAnimal,0.516930243,Others,96.71693053,0.511203746,Others,95.54811502
FeatheredAnimal,0.396397954,Others,96.8600437,0.394138127,Others,97.11437356
WildAnimal,0.51050071,Others,96.98477283,0.515037187,Others,96.85205182
WildAnimal,0.489590261,Others,96.6309099,0.489776108,Others,96.63185152
WildAnimal,0.482668261,Others,96.96621886,0.477539209,Others,97.51409943
WildAnimal,0.495742789,Others,96.60544782,0.499994188,Others,94.9715856
FeatheredAnimal,0.319734892,Others,96.83506959,0.31713406,Others,96.9236523
FeatheredAnimal,0.319734892,Others,96.83506959,0.320529464,Others,97.51044291
FeatheredAnimal,0.319734892,Others,96.83506959,0.31844115,Others,97.26835028
FeatheredAnimal,0.396397954,Others,96.8600437,0.396694749,Others,96.22720505
WildAnimal,0.512472092,Others,96.70561736,0.511342214,Others,96.78532557
FeatheredAnimal,0.396397954,Others,96.8600437,0.397052965,Others,96.61167111
WildAnimal,0.516317545,Others,96.90316813,0.52977286,MilitaryWheeled,97.34961618
FeatheredAnimal,0.516930243,Others,96.71693053,0.517457085,Others,96.80440171
FeatheredAnimal,0.319734892,Others,96.83506959,0.324615686,Others,96.80901301
WildAnimal,0.485952808,Others,96.80596995,0.489877028,Others,97.58307452
WildAnimal,0.495742789,Others,96.60544782,0.506187892,Others,95.36276875
FeatheredAnimal,0.319734892,Others,96.83506959,0.325302337,Others,94.77663803
FeatheredAnimal,0.419100454,Others,96.66220259,0.413058917,Others,98.13755515
WildAnimal,0.51050071,Others,96.98477283,0.509952087,Others,97.85282222
FeatheredAnimal,0.319734892,Others,96.83506959,0.320823342,Others,97.6084557
WildAnimal,0.489590261,Others,96.6309099,0.487760254,Others,96.44756997
WildAnimal,0.502281071,Others,96.65036116,0.503817863,Others,96.78708537
WildAnimal,1.611819312,Others,96.91930208,1.593919465,Others,97.50075304
FeatheredAnimal,0.319734892,Others,96.83506959,0.319996704,Others,97.9232533
WildAnimal,0.502281071,Others,96.65036116,0.499390654,Others,95.13113877
WildAnimal,0.485088864,Others,96.8366631,0.477955822,CommercialWheeled,95.99187724
FeatheredAnimal,0.419100454,Others,96.66220259,0.419820262,Others,95.31464742
FeatheredAnimal,0.516930243,Others,96.71693053,0.514282483,Others,97.30483164
WildAnimal,0.495742789,Others,96.60544782,0.494943217,Others,99.9415279
FeatheredAnimal,0.396397954,Others,96.8600437,0.39946287,Others,96.95207517
FeatheredAnimal,0.396397954,Others,96.8600437,0.399979978,Others,97.32510894
WildAnimal,0.502281071,Others,96.65036116,0.506956929,Others,97.39828974
FeatheredAnimal,0.396397954,Others,96.8600437,0.39598861,Others,94.9067672
WildAnimal,1.611819312,Others,96.91930208,1.618309208,Others,98.63921169
WildAnimal,0.495742789,Others,96.60544782,0.504948683,Others,97.96199311
Terrorist,2.124880995,HumanWithWeapon,96.94674693,2.179563602,HumanWithWeapon,95.35265231
FeatheredAnimal,0.458181546,Others,96.85231802,0.455198862,Others,95.43447387
WildAnimal,1.571614956,Others,96.80252007,1.556335334,Others,97.85697213
FeatheredAnimal,0.319734892,Others,96.83506959,0.314772911,Others,96.2344805
FeatheredAnimal,0.458181546,Others,96.85231802,0.452357523,Others,96.32320625
FeatheredAnimal,0.419100454,Others,96.66220259,0.428196364,Others,102.0946474
WildAnimal,0.512472092,Others,96.70561736,0.505726869,Others,96.19189381
FeatheredAnimal,0.319734892,Others,96.83506959,0.329831405,Others,96.02131433
FeatheredAnimal,0.396397954,Others,96.8600437,0.398014296,Others,96.01639246
WildAnimal,0.539146422,Others,96.90037445,0.535664366,Others,96.26269748
FeatheredAnimal,0.613826384,Others,96.73980944,0.613279572,Others,96.85426975
WildAnimal,0.51050071,Others,96.98477283,0.507498842,Others,97.64233041
FeatheredAnimal,0.516930243,Others,96.71693053,0.516071084,Others,96.8342091
WildAnimal,1.611819312,Others,96.91930208,1.581637222,Others,99.74279862
FeatheredAnimal,0.396397954,Others,96.8600437,0.397962328,Others,96.77355284
WildAnimal,0.502281071,Others,96.65036116,0.488678594,MilitaryTracked,95.5183443
WildAnimal,0.512472092,Others,96.70561736,0.524142205,Others,95.36345243
FeatheredAnimal,0.458181546,Others,96.85231802,0.454290665,Others,96.35596397
FeatheredAnimal,0.613826384,Others,96.73980944,0.602937778,Others,97.01301956
WildAnimal,0.512472092,Others,96.70561736,0.512154155,Others,96.62830529
FeatheredAnimal,0.613826384,Others,96.73980944,0.611306361,Others,95.697249
WildAnimal,0.501947538,Others,96.77452206,0.502132999,Others,96.77510945
FeatheredAnimal,0.319734892,Others,96.83506959,0.318074484,Others,96.75389067
WildAnimal,0.51050071,Others,96.98477283,0.513312821,Others,97.0274417
FeatheredAnimal,0.419100454,Others,96.66220259,0.41628436,Others,95.63244267
WildAnimal,0.482668261,Others,96.96621886,0.475641427,Others,97.89512493
FeatheredAnimal,0.458181546,Others,96.85231802,0.467137561,Others,97.54214067
WildAnimal,0.51050071,Others,96.98477283,0.503792481,Others,97.59244657
FeatheredAnimal,0.613826384,Others,96.73980944,0.620917199,HumanWithWeapon,97.5327146
WildAnimal,0.470208838,Others,96.98772838,0.479383119,Others,96.39256991
WildAnimal,0.470208838,Others,96.98772838,0.466863092,Others,97.7291012
FeatheredAnimal,0.458181546,Others,96.85231802,0.460382407,Others,94.96415932
FeatheredAnimal,0.319734892,Others,96.83506959,0.322108666,Others,97.35650093
WildAnimal,0.489590261,Others,96.6309099,0.485997322,Others,96.63293936
FeatheredAnimal,0.396397954,Others,96.8600437,0.395085872,Others,95.73810496
FeatheredAnimal,0.436686299,Others,96.91768593,0.428415923,Others,96.91002399
WildAnimal,1.611819312,Others,96.91930208,1.633590303,Others,95.67891659
WildAnimal,0.512472092,Others,96.70561736,0.516188221,Others,96.39832719
WildAnimal,0.516317545,Others,96.90316813,0.529212636,Others,96.68811429
FeatheredAnimal,0.319734892,Others,96.83506959,0.315691052,Others,99.26152403
FeatheredAnimal,0.396397954,Others,96.8600437,0.395331619,Others,97.14488641
FeatheredAnimal,0.319734892,Others,96.83506959,0.323030978,Others,97.28415695
WildAnimal,0.51050071,Others,96.98477283,0.511778892,Others,97.19947631
FeatheredAnimal,0.419100454,Others,96.66220259,0.43228255,Others,100.4733814
FeatheredAnimal,0.419100454,Others,96.66220259,0.421539891,Others,97.07960374
WildAnimal,1.571614956,Others,96.80252007,1.578926354,Others,96.49397059
FeatheredAnimal,0.458181546,Others,96.85231802,0.467368628,Others,93.97564723
FeatheredAnimal,0.319734892,Others,96.83506959,0.318078367,Others,96.87902982
UAV,2.193771521,MilitaryFWA,72.2,2.195265022,MilitaryFWA,72.00426362
WildAnimal,0.502281071,Others,96.65036116,0.496288002,Others,96.66459329
WildAnimal,0.539146422,Others,96.90037445,0.536881631,Others,97.05840956
FeatheredAnimal,0.613826384,Others,96.73980944,0.623478468,Others,100.2683355
WildAnimal,1.611819312,Others,96.91930208,1.638670084,Others,97.52983966
FeatheredAnimal,0.396397954,Others,96.8600437,0.402990821,Others,94.89522446
UAV,2.193771521,MilitaryFWA,72.2,2.216553641,MilitaryFWA,72.6058234
FeatheredAnimal,0.613826384,Others,96.73980944,0.630304863,Others,99.48406978
WildAnimal,1.611819312,Others,96.91930208,1.586236743,Others,96.20010575
FeatheredAnimal,0.396397954,Others,96.8600437,0.398228464,Others,96.40649278
FeatheredAnimal,0.516930243,Others,96.71693053,0.515483025,Others,97.43118764
FeatheredAnimal,0.396397954,Others,96.8600437,0.398386896,Others,97.00297655
FeatheredAnimal,0.436686299,Others,96.91768593,0.423765655,Others,98.0780117
WildAnimal,0.512472092,Others,96.70561736,0.512534546,Others,96.5596059
FeatheredAnimal,0.396397954,Others,96.8600437,0.396976003,Others,96.98643864
FeatheredAnimal,0.516930243,Others,96.71693053,0.517531056,Others,96.29480682
WildAnimal,0.512472092,Others,96.70561736,0.513265643,Others,97.1606447
FeatheredAnimal,0.396397954,Others,96.8600437,0.391729069,Others,96.7084169
WildAnimal,1.611819312,Others,96.91930208,1.601501515,Others,97.55314869
WildAnimal,0.489590261,Others,96.6309099,0.491356239,Others,96.45639237
WildAnimal,0.51050071,Others,96.98477283,0.51370208,Others,97.47673201
WildAnimal,0.485088864,Others,96.8366631,0.485195305,Others,96.10238339
FeatheredAnimal,0.396397954,Others,96.8600437,0.395693744,Others,96.2840892
FeatheredAnimal,0.516930243,Others,96.71693053,0.518940967,Others,96.30479886
FeatheredAnimal,0.545474605,Others,96.87645577,0.543716889,Others,96.01741256
WildAnimal,0.485952808,Others,96.80596995,0.496618574,Others,96.05355749
WildAnimal,0.482668261,Others,96.96621886,0.476855578,Others,95.1380568
WildAnimal,0.51050071,Others,96.98477283,0.507261799,Others,96.97904181
FeatheredAnimal,0.613826384,Others,96.73980944,0.618794458,Others,99.29422812
WildAnimal,0.512472092,Others,96.70561736,0.51398583,Others,96.25224747
FeatheredAnimal,0.613826384,Others,96.73980944,0.612505847,Others,96.8824672
FeatheredAnimal,0.396397954,Others,96.8600437,0.397056254,Others,96.51989681
FeatheredAnimal,0.613826384,Others,96.73980944,0.615276704,Others,95.73146512
WildAnimal,0.485088864,Others,96.8366631,0.487219876,Others,97.39240059
FeatheredAnimal,0.396397954,Others,96.8600437,0.39647669,Others,95.63266605
FeatheredAnimal,0.613826384,Others,96.73980944,0.600743578,Others,96.99248837
Ship,6.435246857,Others,71.8,6.410501219,Others,72.12331823
WildAnimal,1.611819312,Others,96.91930208,1.578032375,Others,97.1534119
WildAnimal,0.495742789,Others,96.60544782,0.486077196,MilitaryTracked,95.73752227
FeatheredAnimal,0.319734892,Others,96.83506959,0.31864404,Others,94.72540723
FeatheredAnimal,0.458181546,Others,96.85231802,0.451853429,Others,97.65639849
FeatheredAnimal,0.319734892,Others,96.83506959,0.314796449,Others,96.89597077
FeatheredAnimal,0.516930243,Others,96.71693053,0.521703019,Others,97.68425596
FeatheredAnimal,0.516930243,Others,96.71693053,0.515249065,Others,97.89216838
WildAnimal,0.501947538,Others,96.77452206,0.494361277,Others,93.93582749
WildAnimal,0.495742789,Others,96.60544782,0.486111996,Others,97.45354251
WildAnimal,0.539146422,Others,96.90037445,0.532425186,Others,96.40922705
UAV,2.193771521,MilitaryFWA,72.2,2.171172676,MilitaryFWA,72.19863567
WildAnimal,0.539146422,Others,96.90037445,0.534794881,Others,96.93159921
FeatheredAnimal,0.319734892,Others,96.83506959,0.316270416,Others,96.69004699
FeatheredAnimal,0.545474605,Others,96.87645577,0.551971241,Others,97.0990859
WildAnimal,0.489590261,Others,96.6309099,0.491901665,Others,96.88899153
FeatheredAnimal,0.319734892,Others,96.83506959,0.319155088,Others,97.46382288
WildAnimal,0.539146422,Others,96.90037445,0.53853161,Others,97.48424351
FeatheredAnimal,0.458181546,Others,96.85231802,0.463509954,Others,94.17599696
WildAnimal,1.611819312,Others,96.91930208,1.659924091,Others,98.63001724
WildAnimal,0.512472092,Others,96.70561736,0.511885608,Others,97.69894341
FeatheredAnimal,0.458181546,Others,96.85231802,0.451972749,Others,98.02302226
WildAnimal,1.611819312,Others,96.91930208,1.628578612,Others,96.50119086
WildAnimal,1.611819312,Others,96.91930208,1.622698887,Others,96.69132766
FeatheredAnimal,0.458181546,Others,96.85231802,0.460750426,Others,97.12783689
WildAnimal,0.516317545,Others,96.90316813,0.534338534,Others,95.96845146
WildAnimal,0.485088864,Others,96.8366631,0.474693299,Others,97.24525616
WildAnimal,1.571614956,Others,96.80252007,1.574838138,Others,92.89403201
WildAnimal,0.470208838,Others,96.98772838,0.470686674,Others,96.14790844
FeatheredAnimal,0.319734892,Others,96.83506959,0.311755541,Others,95.35873356
FeatheredAnimal,0.319734892,Others,96.83506959,0.319692107,Others,96.96020089
FeatheredAnimal,0.516930243,Others,96.71693053,0.51710658,Others,96.94269468
WildAnimal,1.571614956,Others,96.80252007,1.574315542,Others,96.41719119
FeatheredAnimal,0.396397954,Others,96.8600437,0.405832797,Others,97.36102251
WildAnimal,0.502281071,Others,96.65036116,0.505314338,Others,93.77437346
WildAnimal,0.495742789,Others,96.60544782,0.490328379,Others,98.19243574
WildAnimal,0.539146422,Others,96.90037445,0.534366544,Others,96.95969496
FeatheredAnimal,0.319734892,Others,96.83506959,0.320574035,Others,95.25823279
FeatheredAnimal,0.516930243,Others,96.71693053,0.516747121,Others,96.66565608
WildAnimal,1.571614956,Others,96.80252007,1.566695906,Others,97.08682181
WildAnimal,0.539146422,Others,96.90037445,0.536231512,Others,96.78908664
WildAnimal,1.611819312,Others,96.91930208,1.601390342,Others,98.67224393
FeatheredAnimal,0.545474605,Others,96.87645577,0.54526027,Others,96.75618321
FeatheredAnimal,0.319734892,Others,96.83506959,0.316324775,Others,96.24492145
UAV,1.897914704,MilitaryFWA,72.2,1.898152255,MilitaryFWA,72.97244296
WildAnimal,0.512472092,Others,96.70561736,0.512740697,Others,97.09477969
WildAnimal,0.470208838,Others,96.98772838,0.460830284,Others,97.23921924
WildAnimal,0.51050071,Others,96.98477283,0.514355423,Others,96.94488749
FeatheredAnimal,0.419100454,Others,96.66220259,0.404128426,Others,97.07609564
FeatheredAnimal,0.396397954,Others,96.8600437,0.386886438,Others,96.77953313
FeatheredAnimal,0.396397954,Others,96.8600437,0.400261178,Others,97.17332659
FeatheredAnimal,0.396397954,Others,96.8600437,0.395915265,Others,96.20276064
FeatheredAnimal,0.319734892,Others,96.83506959,0.319534386,Others,96.16415369
WildAnimal,1.611819312,Others,96.91930208,1.633058359,Others,96.46381346
UAV,2.193771521,MilitaryFWA,72.2,2.189681379,MilitaryFWA,70.54655871
UAV,1.897914704,MilitaryFWA,72.2,1.889220872,MilitaryFWA,72.33978548
FeatheredAnimal,0.319734892,Others,96.83506959,0.318134399,Others,97.52195315
FeatheredAnimal,0.319734892,Others,96.83506959,0.315533717,Others,96.61777839
