X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Types_of_Steel_Plates_Faults,
106,118,813452,813500,442,13,48,50393,76,143,1687,A400,150,0.125700000000000000000000000000,0.232600000000000000000000000000,0.250000000000000000000000000000,0.007100000000000000000000000000,0.923100000000000000000000000000,1.000000000000000000000000000000,1.00,2.645400000000000000000000000000,1.079200000000000000000000000000,1.681200000000000000000000000000,0.750000000000000000000000000000,-0.109300000000000000000000000000,0.861200000000000000000000000000,Pastry
505,515,106604,106668,284,42,69,31062,97,119,1687,A400,150,0.598700000000000000000000000000,0.556200000000000000000000000000,0.156300000000000000000000000000,0.005900000000000000000000000000,0.238100000000000000000000000000,0.927500000000000000000000000000,1.00,2.453300000000000000000000000000,1.000000000000000000000000000000,1.806200000000000000000000000000,0.843800000000000000000000000000,-0.145500000000000000000000000000,0.904800000000000000000000000000,Pastry
46,58,179258,179312,480,15,54,61966,102,158,1687,A400,150,0.054500000000000000000000000000,0.259300000000000000000000000000,0.222200000000000000000000000000,0.007100000000000000000000000000,0.800000000000000000000000000000,1.000000000000000000000000000000,1.00,2.681200000000000000000000000000,1.079200000000000000000000000000,1.732400000000000000000000000000,0.777800000000000000000000000000,0.008600000000000000000000000000,0.909300000000000000000000000000,Pastry
581,590,230644,230704,433,22,60,38917,62,111,1687,A400,150,0.688800000000000000000000000000,0.198100000000000000000000000000,0.150000000000000000000000000000,0.005300000000000000000000000000,0.409100000000000000000000000000,1.000000000000000000000000000000,1.00,2.636500000000000000000000000000,0.954200000000000000000000000000,1.778100000000000000000000000000,0.850000000000000000000000000000,-0.297800000000000000000000000000,0.829900000000000000000000000000,Pastry
451,466,368143,368208,728,30,68,69258,36,133,1687,A400,150,0.534700000000000000000000000000,0.253300000000000000000000000000,0.230800000000000000000000000000,0.008900000000000000000000000000,0.500000000000000000000000000000,0.955900000000000000000000000000,1.00,2.862100000000000000000000000000,1.176100000000000000000000000000,1.812900000000000000000000000000,0.769200000000000000000000000000,-0.256800000000000000000000000000,0.988800000000000000000000000000,Pastry
669,684,491552,491684,1097,59,133,119540,50,134,1687,A400,150,0.793100000000000000000000000000,0.446000000000000000000000000000,0.113600000000000000000000000000,0.008900000000000000000000000000,0.254200000000000000000000000000,0.992500000000000000000000000000,1.00,3.040200000000000000000000000000,1.176100000000000000000000000000,2.120600000000000000000000000000,0.886400000000000000000000000000,-0.148700000000000000000000000000,1.000000000000000000000000000000,Pastry
156,192,713788,714056,5044,167,282,570911,11,143,1687,A400,150,0.184900000000000000000000000000,0.477200000000000000000000000000,0.134300000000000000000000000000,0.021300000000000000000000000000,0.215600000000000000000000000000,0.950300000000000000000000000000,1.00,3.702800000000000000000000000000,1.556300000000000000000000000000,2.428100000000000000000000000000,0.865700000000000000000000000000,-0.115700000000000000000000000000,1.000000000000000000000000000000,Pastry
90,104,751059,751132,552,38,76,59750,79,134,1687,A400,150,0.106700000000000000000000000000,0.459900000000000000000000000000,0.191800000000000000000000000000,0.008300000000000000000000000000,0.368400000000000000000000000000,0.960500000000000000000000000000,1.00,2.741900000000000000000000000000,1.146100000000000000000000000000,1.863300000000000000000000000000,0.808200000000000000000000000000,-0.154300000000000000000000000000,0.991800000000000000000000000000,Pastry
82,89,844704,844729,137,8,25,14907,92,126,1687,A400,150,0.097200000000000000000000000000,0.217100000000000000000000000000,0.280000000000000000000000000000,0.004100000000000000000000000000,0.875000000000000000000000000000,1.000000000000000000000000000000,1.00,2.136700000000000000000000000000,0.845100000000000000000000000000,1.397900000000000000000000000000,0.720000000000000000000000000000,-0.149900000000000000000000000000,0.299800000000000000000000000000,Pastry
1601,1613,21349,21376,209,15,27,24807,96,141,1687,A400,200,0.087700000000000000000000000000,0.354900000000000000000000000000,0.444400000000000000000000000000,0.007100000000000000000000000000,0.800000000000000000000000000000,1.000000000000000000000000000000,1.00,2.320100000000000000000000000000,1.079200000000000000000000000000,1.431400000000000000000000000000,0.555600000000000000000000000000,-0.072700000000000000000000000000,0.536200000000000000000000000000,Pastry
17,28,42683,42717,284,18,34,32604,87,141,1687,A400,200,0.020200000000000000000000000000,0.240600000000000000000000000000,0.323500000000000000000000000000,0.006500000000000000000000000000,0.611100000000000000000000000000,1.000000000000000000000000000000,1.00,2.453300000000000000000000000000,1.041400000000000000000000000000,1.531500000000000000000000000000,0.676500000000000000000000000000,-0.103100000000000000000000000000,0.617300000000000000000000000000,Pastry
43,52,86284,86313,153,13,29,17753,101,134,1687,A400,200,0.051000000000000000000000000000,0.413800000000000000000000000000,0.310300000000000000000000000000,0.005300000000000000000000000000,0.692300000000000000000000000000,1.000000000000000000000000000000,1.00,2.184700000000000000000000000000,0.954200000000000000000000000000,1.462400000000000000000000000000,0.689700000000000000000000000000,-0.093500000000000000000000000000,0.431700000000000000000000000000,Pastry
63,72,115485,115504,106,10,19,13829,107,150,1687,A400,200,0.074700000000000000000000000000,0.380100000000000000000000000000,0.473700000000000000000000000000,0.005300000000000000000000000000,0.900000000000000000000000000000,1.000000000000000000000000000000,1.00,2.025300000000000000000000000000,0.954200000000000000000000000000,1.278700000000000000000000000000,0.526300000000000000000000000000,0.019200000000000000000000000000,0.294200000000000000000000000000,Pastry
82,92,149044,149083,264,15,39,32175,92,141,1687,A400,200,0.097200000000000000000000000000,0.323100000000000000000000000000,0.256400000000000000000000000000,0.005900000000000000000000000000,0.666700000000000000000000000000,1.000000000000000000000000000000,1.00,2.421600000000000000000000000000,1.000000000000000000000000000000,1.591100000000000000000000000000,0.743600000000000000000000000000,-0.047900000000000000000000000000,0.642200000000000000000000000000,Pastry
75,84,184350,184383,201,17,35,27349,123,148,1687,A400,200,0.088900000000000000000000000000,0.323200000000000000000000000000,0.272700000000000000000000000000,0.005300000000000000000000000000,0.529400000000000000000000000000,0.942900000000000000000000000000,1.00,2.303200000000000000000000000000,0.954200000000000000000000000000,1.518500000000000000000000000000,0.727300000000000000000000000000,0.063000000000000000000000000000,0.491300000000000000000000000000,Pastry
1363,1372,2128884,2128907,171,9,23,16645,77,111,1373,A400,40,0.001500000000000000000000000000,0.173900000000000000000000000000,0.391300000000000000000000000000,0.006600000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.00,2.233000000000000000000000000000,0.954200000000000000000000000000,1.361700000000000000000000000000,0.608700000000000000000000000000,-0.239500000000000000000000000000,0.346400000000000000000000000000,Pastry
1358,1372,2356396,2356435,395,19,39,38722,75,118,1373,A400,40,0.001500000000000000000000000000,0.276600000000000000000000000000,0.359000000000000000000000000000,0.010200000000000000000000000000,0.736800000000000000000000000000,1.000000000000000000000000000000,1.00,2.596600000000000000000000000000,1.146100000000000000000000000000,1.591100000000000000000000000000,0.641000000000000000000000000000,-0.234100000000000000000000000000,0.835500000000000000000000000000,Pastry
1404,1410,5202306,5202324,85,9,18,8948,97,119,1627,A400,40,0.266800000000000000000000000000,0.213000000000000000000000000000,0.333300000000000000000000000000,0.003700000000000000000000000000,0.666700000000000000000000000000,1.000000000000000000000000000000,1.00,1.929400000000000000000000000000,0.778200000000000000000000000000,1.255300000000000000000000000000,0.666700000000000000000000000000,-0.177600000000000000000000000000,0.215000000000000000000000000000,Pastry
1281,1302,4332564,4332815,3214,92,253,368381,33,140,1373,A400,40,0.103400000000000000000000000000,0.390200000000000000000000000000,0.083700000000000000000000000000,0.015300000000000000000000000000,0.228300000000000000000000000000,0.992100000000000000000000000000,1.00,3.507100000000000000000000000000,1.322200000000000000000000000000,2.399700000000000000000000000000,0.916300000000000000000000000000,-0.104500000000000000000000000000,1.000000000000000000000000000000,Pastry
49,62,4822354,4822392,386,15,38,36875,51,124,1373,A400,40,0.071400000000000000000000000000,0.218600000000000000000000000000,0.342100000000000000000000000000,0.009500000000000000000000000000,0.866700000000000000000000000000,1.000000000000000000000000000000,1.00,2.586600000000000000000000000000,1.113900000000000000000000000000,1.579800000000000000000000000000,0.657900000000000000000000000000,-0.253700000000000000000000000000,0.782200000000000000000000000000,Pastry
830,837,1874382,1874415,182,9,33,20751,99,132,1373,A400,40,0.780800000000000000000000000000,0.212100000000000000000000000000,0.212100000000000000000000000000,0.005100000000000000000000000000,0.777800000000000000000000000000,1.000000000000000000000000000000,1.00,2.260100000000000000000000000000,0.845100000000000000000000000000,1.518500000000000000000000000000,0.787900000000000000000000000000,-0.109300000000000000000000000000,0.383400000000000000000000000000,Pastry
91,104,2378173,2378236,527,19,63,48793,47,125,1387,A400,40,0.131200000000000000000000000000,0.356500000000000000000000000000,0.206300000000000000000000000000,0.009400000000000000000000000000,0.684200000000000000000000000000,1.000000000000000000000000000000,1.00,2.721800000000000000000000000000,1.113900000000000000000000000000,1.799300000000000000000000000000,0.793600000000000000000000000000,-0.276700000000000000000000000000,0.969100000000000000000000000000,Pastry
161,168,2891780,2891804,158,9,24,16680,80,119,1387,A400,40,0.232200000000000000000000000000,0.059500000000000000000000000000,0.291700000000000000000000000000,0.005000000000000000000000000000,0.777800000000000000000000000000,1.000000000000000000000000000000,1.00,2.198700000000000000000000000000,0.845100000000000000000000000000,1.380200000000000000000000000000,0.708300000000000000000000000000,-0.175200000000000000000000000000,0.290100000000000000000000000000,Pastry
1328,1338,2691161,2691189,214,10,28,19762,70,111,1387,A400,50,0.070700000000000000000000000000,0.235700000000000000000000000000,0.357100000000000000000000000000,0.007200000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.00,2.330400000000000000000000000000,1.000000000000000000000000000000,1.447200000000000000000000000000,0.642900000000000000000000000000,-0.278500000000000000000000000000,0.463000000000000000000000000000,Pastry
1251,1274,3874199,3874261,994,29,62,68851,15,119,1387,A400,50,0.162900000000000000000000000000,0.302900000000000000000000000000,0.371000000000000000000000000000,0.016600000000000000000000000000,0.793100000000000000000000000000,1.000000000000000000000000000000,1.00,2.997400000000000000000000000000,1.361700000000000000000000000000,1.792400000000000000000000000000,0.629000000000000000000000000000,-0.458800000000000000000000000000,0.999400000000000000000000000000,Pastry
733,745,3957796,3957839,367,16,43,35856,55,127,1387,A400,50,0.925700000000000000000000000000,0.288800000000000000000000000000,0.279100000000000000000000000000,0.008700000000000000000000000000,0.750000000000000000000000000000,1.000000000000000000000000000000,1.00,2.564700000000000000000000000000,1.079200000000000000000000000000,1.633500000000000000000000000000,0.720900000000000000000000000000,-0.236700000000000000000000000000,0.806100000000000000000000000000,Pastry
12,24,304433,304472,320,15,39,32705,55,125,1353,A400,70,0.017700000000000000000000000000,0.316200000000000000000000000000,0.307700000000000000000000000000,0.008900000000000000000000000000,0.800000000000000000000000000000,1.000000000000000000000000000000,1.00,2.505200000000000000000000000000,1.079200000000000000000000000000,1.591100000000000000000000000000,0.692300000000000000000000000000,-0.201500000000000000000000000000,0.751200000000000000000000000000,Pastry
162,172,505964,506035,378,34,72,43323,77,135,1353,A400,70,0.239500000000000000000000000000,0.467600000000000000000000000000,0.140800000000000000000000000000,0.007400000000000000000000000000,0.294100000000000000000000000000,0.986100000000000000000000000000,1.00,2.577500000000000000000000000000,1.000000000000000000000000000000,1.851300000000000000000000000000,0.859100000000000000000000000000,-0.104600000000000000000000000000,0.938100000000000000000000000000,Pastry
0,10,1701480,1701528,210,36,48,17413,73,100,1333,A400,40,0.000000000000000000000000000000,0.562500000000000000000000000000,0.208300000000000000000000000000,0.007500000000000000000000000000,0.277800000000000000000000000000,1.000000000000000000000000000000,1.00,2.322200000000000000000000000000,1.000000000000000000000000000000,1.681200000000000000000000000000,0.791700000000000000000000000000,-0.352200000000000000000000000000,0.765900000000000000000000000000,Pastry
1617,1629,183688,183711,201,22,23,20993,79,126,1633,A400,250,0.004900000000000000000000000000,0.271700000000000000000000000000,0.521700000000000000000000000000,0.007400000000000000000000000000,0.545400000000000000000000000000,1.000000000000000000000000000000,1.00,2.303200000000000000000000000000,1.079200000000000000000000000000,1.361700000000000000000000000000,0.478300000000000000000000000000,-0.184000000000000000000000000000,0.456400000000000000000000000000,Pastry
1152,1162,284144,284198,386,35,54,44712,90,132,1687,A400,200,0.622400000000000000000000000000,0.285200000000000000000000000000,0.185200000000000000000000000000,0.005900000000000000000000000000,0.285700000000000000000000000000,1.000000000000000000000000000000,1.00,2.586600000000000000000000000000,1.000000000000000000000000000000,1.732400000000000000000000000000,0.814800000000000000000000000000,-0.095000000000000000000000000000,0.829900000000000000000000000000,Pastry
1259,1271,1918092,1918128,324,30,36,30269,65,124,1353,A400,70,0.121200000000000000000000000000,0.250000000000000000000000000000,0.333300000000000000000000000000,0.008900000000000000000000000000,0.400000000000000000000000000000,1.000000000000000000000000000000,1.00,2.510600000000000000000000000000,1.079200000000000000000000000000,1.556300000000000000000000000000,0.666700000000000000000000000000,-0.270100000000000000000000000000,0.703700000000000000000000000000,Pastry
1545,1557,19815,19841,234,20,26,23207,66,124,1627,A400,40,0.086000000000000000000000000000,0.250000000000000000000000000000,0.461500000000000000000000000000,0.007400000000000000000000000000,0.600000000000000000000000000000,1.000000000000000000000000000000,1.00,2.369200000000000000000000000000,1.079200000000000000000000000000,1.415000000000000000000000000000,0.538500000000000000000000000000,-0.225200000000000000000000000000,0.516200000000000000000000000000,Pastry
1580,1590,3884411,3884461,340,30,50,34655,88,116,1627,A400,40,0.045500000000000000000000000000,0.320000000000000000000000000000,0.200000000000000000000000000000,0.006100000000000000000000000000,0.333300000000000000000000000000,1.000000000000000000000000000000,1.00,2.531500000000000000000000000000,1.000000000000000000000000000000,1.699000000000000000000000000000,0.800000000000000000000000000000,-0.203700000000000000000000000000,0.788900000000000000000000000000,Pastry
450,458,1009978,1009999,98,16,21,10784,96,132,1690,A300,60,0.532500000000000000000000000000,0.416700000000000000000000000000,0.381000000000000000000000000000,0.004700000000000000000000000000,0.500000000000000000000000000000,1.000000000000000000000000000000,1.00,1.991200000000000000000000000000,0.903100000000000000000000000000,1.322200000000000000000000000000,0.619100000000000000000000000000,-0.140300000000000000000000000000,0.290100000000000000000000000000,Pastry
1625,1634,1702442,1702491,267,43,49,22785,67,110,1690,A300,60,0.066300000000000000000000000000,0.394600000000000000000000000000,0.183700000000000000000000000000,0.005300000000000000000000000000,0.209300000000000000000000000000,1.000000000000000000000000000000,1.00,2.426500000000000000000000000000,0.954200000000000000000000000000,1.690200000000000000000000000000,0.816300000000000000000000000000,-0.333300000000000000000000000000,0.716100000000000000000000000000,Pastry
1495,1502,3509718,3509731,56,12,13,5587,85,116,1686,A300,60,0.218300000000000000000000000000,0.384600000000000000000000000000,0.538500000000000000000000000000,0.004100000000000000000000000000,0.583300000000000000000000000000,1.000000000000000000000000000000,1.00,1.748200000000000000000000000000,0.845100000000000000000000000000,1.113900000000000000000000000000,0.461500000000000000000000000000,-0.220600000000000000000000000000,0.196500000000000000000000000000,Pastry
958,964,3550754,3550771,71,11,17,7502,91,124,1682,A300,60,0.853700000000000000000000000000,0.303900000000000000000000000000,0.352900000000000000000000000000,0.003600000000000000000000000000,0.545400000000000000000000000000,1.000000000000000000000000000000,1.00,1.851300000000000000000000000000,0.778200000000000000000000000000,1.230500000000000000000000000000,0.647100000000000000000000000000,-0.174500000000000000000000000000,0.208300000000000000000000000000,Pastry
1536,1548,43036,43048,90,14,12,7525,67,100,1688,A300,60,0.165900000000000000000000000000,0.375000000000000000000000000000,1.000000000000000000000000000000,0.007100000000000000000000000000,0.857100000000000000000000000000,1.000000000000000000000000000000,0.50,1.954200000000000000000000000000,1.079200000000000000000000000000,1.079200000000000000000000000000,0.000000000000000000000000000000,-0.346800000000000000000000000000,0.258300000000000000000000000000,Pastry
780,787,1686880,1686891,55,9,11,6124,95,125,1690,A300,60,0.923100000000000000000000000000,0.285700000000000000000000000000,0.636400000000000000000000000000,0.004100000000000000000000000000,0.777800000000000000000000000000,1.000000000000000000000000000000,1.00,1.740400000000000000000000000000,0.845100000000000000000000000000,1.041400000000000000000000000000,0.363600000000000000000000000000,-0.130100000000000000000000000000,0.182200000000000000000000000000,Pastry
1140,1147,2379116,2379129,58,9,13,6567,100,132,1690,A300,60,0.642600000000000000000000000000,0.362600000000000000000000000000,0.538500000000000000000000000000,0.004100000000000000000000000000,0.777800000000000000000000000000,1.000000000000000000000000000000,1.00,1.763400000000000000000000000000,0.845100000000000000000000000000,1.113900000000000000000000000000,0.461500000000000000000000000000,-0.115400000000000000000000000000,0.196500000000000000000000000000,Pastry
13,24,2512899,2512965,567,47,66,46365,51,109,1690,A300,60,0.015400000000000000000000000000,0.219000000000000000000000000000,0.166700000000000000000000000000,0.006500000000000000000000000000,0.234000000000000000000000000000,1.000000000000000000000000000000,1.00,2.753600000000000000000000000000,1.041400000000000000000000000000,1.819500000000000000000000000000,0.833300000000000000000000000000,-0.361100000000000000000000000000,0.944000000000000000000000000000,Pastry
11,20,2845229,2845256,182,20,27,16337,72,109,1688,A300,60,0.013000000000000000000000000000,0.251000000000000000000000000000,0.333300000000000000000000000000,0.005300000000000000000000000000,0.450000000000000000000000000000,1.000000000000000000000000000000,1.00,2.260100000000000000000000000000,0.954200000000000000000000000000,1.431400000000000000000000000000,0.666700000000000000000000000000,-0.298700000000000000000000000000,0.402500000000000000000000000000,Pastry
1589,1599,3826564,3826588,154,20,24,13678,69,108,1650,A300,69,0.061800000000000000000000000000,0.358300000000000000000000000000,0.416700000000000000000000000000,0.006100000000000000000000000000,0.500000000000000000000000000000,1.000000000000000000000000000000,1.00,2.187500000000000000000000000000,1.000000000000000000000000000000,1.380200000000000000000000000000,0.583300000000000000000000000000,-0.306100000000000000000000000000,0.397700000000000000000000000000,Pastry
765,774,4157586,4157620,188,20,34,20528,95,125,1648,A300,69,0.928400000000000000000000000000,0.385600000000000000000000000000,0.264700000000000000000000000000,0.005500000000000000000000000000,0.450000000000000000000000000000,1.000000000000000000000000000000,1.00,2.274200000000000000000000000000,0.954200000000000000000000000000,1.531500000000000000000000000000,0.735300000000000000000000000000,-0.146900000000000000000000000000,0.506300000000000000000000000000,Pastry
1268,1277,5437033,5437060,146,20,27,15572,88,126,1646,A300,69,0.448400000000000000000000000000,0.399200000000000000000000000000,0.333300000000000000000000000000,0.005500000000000000000000000000,0.450000000000000000000000000000,1.000000000000000000000000000000,1.00,2.164400000000000000000000000000,0.954200000000000000000000000000,1.431400000000000000000000000000,0.666700000000000000000000000000,-0.166700000000000000000000000000,0.402500000000000000000000000000,Pastry
333,346,5683008,5683014,51,14,7,6902,120,149,1650,A300,69,0.403600000000000000000000000000,0.346200000000000000000000000000,0.461500000000000000000000000000,0.007900000000000000000000000000,0.928600000000000000000000000000,0.857100000000000000000000000000,0.00,1.707600000000000000000000000000,1.113900000000000000000000000000,0.778200000000000000000000000000,-0.538500000000000000000000000000,0.057300000000000000000000000000,0.183200000000000000000000000000,Pastry
1287,1299,1005865,1005895,184,25,30,18593,85,119,1650,A300,100,0.425400000000000000000000000000,0.488900000000000000000000000000,0.400000000000000000000000000000,0.007300000000000000000000000000,0.480000000000000000000000000000,1.000000000000000000000000000000,1.00,2.264800000000000000000000000000,1.079200000000000000000000000000,1.477100000000000000000000000000,0.600000000000000000000000000000,-0.210600000000000000000000000000,0.595100000000000000000000000000,Pastry
1088,1096,1094617,1094629,67,10,12,7416,94,132,1710,A300,100,0.718100000000000000000000000000,0.302100000000000000000000000000,0.666700000000000000000000000000,0.004700000000000000000000000000,0.800000000000000000000000000000,1.000000000000000000000000000000,1.00,1.826100000000000000000000000000,0.903100000000000000000000000000,1.079200000000000000000000000000,0.333300000000000000000000000000,-0.135300000000000000000000000000,0.201800000000000000000000000000,Pastry
1255,1261,718602,718617,64,10,15,7013,99,123,1360,A300,100,0.145600000000000000000000000000,0.288900000000000000000000000000,0.400000000000000000000000000000,0.004400000000000000000000000000,0.600000000000000000000000000000,1.000000000000000000000000000000,1.00,1.806200000000000000000000000000,0.778200000000000000000000000000,1.176100000000000000000000000000,0.600000000000000000000000000000,-0.143900000000000000000000000000,0.195400000000000000000000000000,Pastry
707,714,807870,807880,53,10,10,5039,81,111,1360,A300,100,0.950000000000000000000000000000,0.242900000000000000000000000000,0.700000000000000000000000000000,0.005200000000000000000000000000,0.700000000000000000000000000000,1.000000000000000000000000000000,1.00,1.724300000000000000000000000000,0.845100000000000000000000000000,1.000000000000000000000000000000,0.300000000000000000000000000000,-0.257200000000000000000000000000,0.175300000000000000000000000000,Pastry
1186,1193,238656,238667,60,10,11,6863,100,132,1362,A300,120,0.248200000000000000000000000000,0.220800000000000000000000000000,0.636400000000000000000000000000,0.005100000000000000000000000000,0.700000000000000000000000000000,1.000000000000000000000000000000,1.00,1.778100000000000000000000000000,0.845100000000000000000000000000,1.041400000000000000000000000000,0.363600000000000000000000000000,-0.106400000000000000000000000000,0.182200000000000000000000000000,Pastry
626,635,2071945,2071956,76,14,11,8063,84,126,1362,A300,120,0.919200000000000000000000000000,0.232300000000000000000000000000,0.818200000000000000000000000000,0.006600000000000000000000000000,0.642900000000000000000000000000,1.000000000000000000000000000000,1.00,1.880800000000000000000000000000,0.954200000000000000000000000000,1.041400000000000000000000000000,0.181800000000000000000000000000,-0.171200000000000000000000000000,0.205100000000000000000000000000,Pastry
1503,1510,893849,893861,66,9,12,6625,87,118,1632,A300,100,0.149500000000000000000000000000,0.214300000000000000000000000000,0.583300000000000000000000000000,0.004300000000000000000000000000,0.777800000000000000000000000000,1.000000000000000000000000000000,1.00,1.819500000000000000000000000000,0.845100000000000000000000000000,1.079200000000000000000000000000,0.416700000000000000000000000000,-0.215800000000000000000000000000,0.189200000000000000000000000000,Pastry
1152,1161,969900,969911,70,9,11,7846,99,127,1632,A300,100,0.577200000000000000000000000000,0.292900000000000000000000000000,0.818200000000000000000000000000,0.005500000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.00,1.845100000000000000000000000000,0.954200000000000000000000000000,1.041400000000000000000000000000,0.181800000000000000000000000000,-0.124300000000000000000000000000,0.205100000000000000000000000000,Pastry
1533,1542,1031539,1031599,382,43,60,38206,77,118,1632,A300,100,0.110300000000000000000000000000,0.292600000000000000000000000000,0.150000000000000000000000000000,0.005500000000000000000000000000,0.209300000000000000000000000000,1.000000000000000000000000000000,1.00,2.582100000000000000000000000000,0.954200000000000000000000000000,1.778100000000000000000000000000,0.850000000000000000000000000000,-0.218600000000000000000000000000,0.829900000000000000000000000000,Pastry
788,796,1060712,1060732,110,13,20,11126,84,116,1630,A300,100,0.966900000000000000000000000000,0.312500000000000000000000000000,0.400000000000000000000000000000,0.004900000000000000000000000000,0.615400000000000000000000000000,1.000000000000000000000000000000,1.00,2.041400000000000000000000000000,0.903100000000000000000000000000,1.301000000000000000000000000000,0.600000000000000000000000000000,-0.209800000000000000000000000000,0.279200000000000000000000000000,Pastry
